variable,variable_description,source_columns,drought_months_class,n_total,n_yes,n_no,frac_yes_unweighted,frac_yes_unweighted_ci_lower,frac_yes_unweighted_ci_upper,weighted_total,weighted_yes,frac_yes_weighted,frac_yes_weighted_ci_lower,frac_yes_weighted_ci_upper,used_weighting
IPV12M_ANY,"Any IPV by husband/partner (last 12m, emotional/physical/sexual)",d103a;d103b;d103c;d105a;d105b;d105c;d105d;d105e;d105f;d105j;d105h;d105i;d105k,0,6795,2686,4109,0.3952906548933039,0.38424944812362033,0.40633186166298746,6164.122139,2074.1918589999987,0.3364942829209567,0.3180536617227505,0.35534003358475974,True
IPV12M_ANY,"Any IPV by husband/partner (last 12m, emotional/physical/sexual)",d103a;d103b;d103c;d105a;d105b;d105c;d105d;d105e;d105f;d105j;d105h;d105i;d105k,1,580,193,387,0.33275862068965517,0.29650862068965517,0.3689655172413793,576.00446,169.812116,0.2948104186554389,0.23643130003870325,0.35459797295870166,True
IPV12M_ANY,"Any IPV by husband/partner (last 12m, emotional/physical/sexual)",d103a;d103b;d103c;d105a;d105b;d105c;d105d;d105e;d105f;d105j;d105h;d105i;d105k,2,889,310,579,0.34870641169853767,0.3160854893138358,0.3791057367829021,907.265692,269.3266349999999,0.29685530641667857,0.2462622003385121,0.3517085406365226,True
IPV12M_ANY,"Any IPV by husband/partner (last 12m, emotional/physical/sexual)",d103a;d103b;d103c;d105a;d105b;d105c;d105d;d105e;d105f;d105j;d105h;d105i;d105k,3,360,134,226,0.37222222222222223,0.3194444444444444,0.4222222222222222,254.65110599999997,76.71964499999999,0.3012735589689526,0.2392599594040862,0.3689479274691352,True
IPV12M_ANY,"Any IPV by husband/partner (last 12m, emotional/physical/sexual)",d103a;d103b;d103c;d105a;d105b;d105c;d105d;d105e;d105f;d105j;d105h;d105i;d105k,4,38,9,29,0.23684210526315788,0.10526315789473684,0.3684210526315789,25.616358,7.1729790000000015,0.28001556661567584,0.09468742594240455,0.5000812287944634,True
