woman_id,caseid,v001,LATNUM,LONGNUM,nearest_drought_lon,nearest_drought_lat,drought_months_class,drought_class_label,drought_match_distance_deg,drought_match_distance_km,analysis_weight,ipv12m_any_binary,ipv12m_emotional_binary,ipv12m_physical_less_sev_binary,ipv12m_physical_severe_binary,ipv12m_sexual_binary,sexual_violence_any_binary,sexual_violence_recent_binary,nonpartner_physical_12m_binary,prev_partner_physical_12m_binary,prev_partner_sexual_12m_binary,prev_partner_emotional_12m_binary
84,       7 167  2,7,-6.043548458,26.93301588,26.75,-6.25,0.0,0 drought months,0.2758931886189869,30.712429757065618,0.111568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
85,       7 178  4,7,-6.043548458,26.93301588,26.75,-6.25,0.0,0 drought months,0.2758931886189869,30.712429757065618,0.320462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
86,       7 185  5,7,-6.043548458,26.93301588,26.75,-6.25,0.0,0 drought months,0.2758931886189869,30.712429757065618,0.320462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
87,       7 189  2,7,-6.043548458,26.93301588,26.75,-6.25,0.0,0 drought months,0.2758931886189869,30.712429757065618,0.111568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
88,       7 218  2,7,-6.043548458,26.93301588,26.75,-6.25,0.0,0 drought months,0.2758931886189869,30.712429757065618,0.427283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
89,       7 267  2,7,-6.043548458,26.93301588,26.75,-6.25,0.0,0 drought months,0.2758931886189869,30.712429757065618,0.213641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
90,       8   9  2,8,1.741765088,24.05994863,24.25,1.75,0.0,0 drought months,0.19022969540669585,21.17636969267338,0.036568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
91,       8  14  1,8,1.741765088,24.05994863,24.25,1.75,0.0,0 drought months,0.19022969540669585,21.17636969267338,0.018531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
92,       8  72  1,8,1.741765088,24.05994863,24.25,1.75,0.0,0 drought months,0.19022969540669585,21.17636969267338,0.036568,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
93,       8  83  2,8,1.741765088,24.05994863,24.25,1.75,0.0,0 drought months,0.19022969540669585,21.17636969267338,0.018531,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
94,       8 105  2,8,1.741765088,24.05994863,24.25,1.75,0.0,0 drought months,0.19022969540669585,21.17636969267338,0.018531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
95,       8 162  2,8,1.741765088,24.05994863,24.25,1.75,0.0,0 drought months,0.19022969540669585,21.17636969267338,0.018531,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
96,       8 197  2,8,1.741765088,24.05994863,24.25,1.75,0.0,0 drought months,0.19022969540669585,21.17636969267338,0.018531,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,0.0,0.0
97,       8 214  2,8,1.741765088,24.05994863,24.25,1.75,0.0,0 drought months,0.19022969540669585,21.17636969267338,0.036568,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,0.0,0.0
98,       8 245  2,8,1.741765088,24.05994863,24.25,1.75,0.0,0 drought months,0.19022969540669585,21.17636969267338,0.018531,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,0.0,0.0
99,       8 276  1,8,1.741765088,24.05994863,24.25,1.75,0.0,0 drought months,0.19022969540669585,21.17636969267338,0.018531,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
100,       8 280  6,8,1.741765088,24.05994863,24.25,1.75,0.0,0 drought months,0.19022969540669585,21.17636969267338,0.018531,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
101,       8 328  1,8,1.741765088,24.05994863,24.25,1.75,0.0,0 drought months,0.19022969540669585,21.17636969267338,0.018531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
102,       9   1  2,9,-3.92067245,25.92706571,25.75,-3.75,0.0,0 drought months,0.2459295648083144,27.37687915446156,1.257236,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
103,       9   8  2,9,-3.92067245,25.92706571,25.75,-3.75,0.0,0 drought months,0.2459295648083144,27.37687915446156,0.425428,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
104,       9  29  2,9,-3.92067245,25.92706571,25.75,-3.75,0.0,0 drought months,0.2459295648083144,27.37687915446156,0.425428,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
105,       9  99  2,9,-3.92067245,25.92706571,25.75,-3.75,0.0,0 drought months,0.2459295648083144,27.37687915446156,0.425428,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.0,0.0
106,       9 146  7,9,-3.92067245,25.92706571,25.75,-3.75,0.0,0 drought months,0.2459295648083144,27.37687915446156,0.425428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
107,       9 187  2,9,-3.92067245,25.92706571,25.75,-3.75,0.0,0 drought months,0.2459295648083144,27.37687915446156,0.425428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
108,       9 191  5,9,-3.92067245,25.92706571,25.75,-3.75,0.0,0 drought months,0.2459295648083144,27.37687915446156,1.257236,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,0.0
109,       9 219  2,9,-3.92067245,25.92706571,25.75,-3.75,0.0,0 drought months,0.2459295648083144,27.37687915446156,0.425428,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
110,       9 226  8,9,-3.92067245,25.92706571,25.75,-3.75,0.0,0 drought months,0.2459295648083144,27.37687915446156,0.425428,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.0,0.0
111,      10  32  1,10,2.318920021,30.94467687,30.75,2.25,0.0,0 drought months,0.20651647151652758,22.98941360921985,0.217698,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
112,      10  35  1,10,2.318920021,30.94467687,30.75,2.25,0.0,0 drought months,0.20651647151652758,22.98941360921985,0.217698,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0
113,      10  64  2,10,2.318920021,30.94467687,30.75,2.25,0.0,0 drought months,0.20651647151652758,22.98941360921985,0.217698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
114,      10 116  2,10,2.318920021,30.94467687,30.75,2.25,0.0,0 drought months,0.20651647151652758,22.98941360921985,0.217698,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,0.0,0.0,0.0
115,      10 156  1,10,2.318920021,30.94467687,30.75,2.25,0.0,0 drought months,0.20651647151652758,22.98941360921985,0.217698,1.0,1.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.0,0.0
116,      10 176  2,10,2.318920021,30.94467687,30.75,2.25,0.0,0 drought months,0.20651647151652758,22.98941360921985,0.217698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
