variable,variable_description,drought_class_label,source_columns,drought_months_class,n_total,n_yes,n_no,frac_yes_unweighted,frac_yes_unweighted_ci_lower,frac_yes_unweighted_ci_upper,weighted_total,weighted_yes,frac_yes_weighted,frac_yes_weighted_ci_lower,frac_yes_weighted_ci_upper,used_weighting
PREV_PARTNER_SEXUAL_12M,Sexual violence by previous partner (0-11 months ago),0 drought months,d130b,0,5637,54,5583,0.009579563597658328,0.007095973035302466,0.012240553485896753,4225.531487,30.426109999999998,0.007200540356546158,0.004670160085460361,0.0101154294194111,True
PREV_PARTNER_SEXUAL_12M,Sexual violence by previous partner (0-11 months ago),>=1 drought month,d130b,1,2945,29,2916,0.009847198641765705,0.0064516129032258064,0.013582342954159592,3648.104432,28.361461,0.007774300744030893,0.003688182600951376,0.01335483578270189,True
