feature,importance
h56_4,0.0
h56y_5,0.0
h57_1,0.0
h56_2,0.0
h57_2,0.0
h57y_3,0.0
h57y_2,0.0
h57y_1,0.0
h57m_6,0.0
h57m_5,0.0
h57m_4,0.0
h57m_3,0.0
h57m_2,0.0
h57m_1,0.0
h57d_6,0.0
h57d_5,0.0
h57d_4,0.0
h57d_3,0.0
h57d_2,0.0
h57d_1,0.0
h57_6,0.0
h57_5,0.0
h57_4,0.0
h57_3,0.0
h56_3,0.0
h56_1,0.0
h54_5,0.0
h55_2,0.0
h54y_6,0.0
h54y_5,0.0
h54y_4,0.0
h54y_3,0.0
h54y_2,0.0
h54y_1,0.0
h54m_6,0.0
h54m_5,0.0
h54m_4,0.0
h54m_3,0.0
h54m_2,0.0
h54m_1,0.0
h54d_6,0.0
h54d_5,0.0
h54d_4,0.0
h54d_3,0.0
h54d_2,0.0
h54d_1,0.0
h54_6,0.0
h55_1,0.0
h55_3,0.0
h55y_6,0.0
h55_4,0.0
h55y_5,0.0
h55y_4,0.0
h55y_3,0.0
h55y_2,0.0
h55y_1,0.0
h55m_6,0.0
h55m_5,0.0
h55m_4,0.0
h55m_3,0.0
h55m_2,0.0
h55m_1,0.0
h55d_6,0.0
h55d_5,0.0
h55d_4,0.0
h55d_3,0.0
h55d_2,0.0
h55d_1,0.0
h55_6,0.0
h55_5,0.0
h37q_3,0.0
h37r_3,0.0
h37q_5,0.0
mm13_04,0.0
mm13_13,0.0
mm13_12,0.0
mm13_11,0.0
mm13_10,0.0
mm13_09,0.0
mm13_08,0.0
mm13_07,0.0
mm13_06,0.0
mm13_05,0.0
mm13_03,0.0
mm10_06,0.0
mm13_02,0.0
mm13_01,0.0
mm12_20,0.0
mm12_19,0.0
mm12_18,0.0
mm12_17,0.0
mm12_16,0.0
mm12_15,0.0
mm12_14,0.0
mm13_14,0.0
mm13_15,0.0
mm13_16,0.0
mm13_17,0.0
mm14_16,0.0
mm14_15,0.0
mm14_14,0.0
mm14_13,0.0
mm14_12,0.0
mm14_11,0.0
mm14_10,0.0
mm14_09,0.0
mm14_08,0.0
mm14_07,0.0
mm14_06,0.0
mm14_05,0.0
mm14_04,0.0
mm14_03,0.0
mm14_02,0.0
mm14_01,0.0
mm13_20,0.0
mm13_19,0.0
mm13_18,0.0
mm12_13,0.0
mm12_12,0.0
mm12_11,0.0
mm11_08,0.0
mm11_06,0.0
mm11_05,0.0
mm11_04,0.0
mm11_03,0.0
mm11_02,0.0
mm11_01,0.0
mm10_20,0.0
mm10_19,0.0
mm10_18,0.0
mm10_17,0.0
mm10_16,0.0
mm10_15,0.0
mm10_14,0.0
mm10_13,0.0
mm10_12,0.0
mm10_11,0.0
mm10_10,0.0
mm10_09,0.0
mm10_08,0.0
mm11_07,0.0
mm11_09,0.0
mm12_10,0.0
mm11_10,0.0
mm12_09,0.0
mm12_08,0.0
mm12_07,0.0
mm12_06,0.0
mm12_05,0.0
mm12_04,0.0
mm12_03,0.0
mm12_02,0.0
mm12_01,0.0
mm11_20,0.0
mm11_19,0.0
mm11_18,0.0
mm11_17,0.0
mm11_16,0.0
mm11_15,0.0
mm11_14,0.0
mm11_13,0.0
mm11_12,0.0
mm11_11,0.0
mm14_17,0.0
mm14_18,0.0
mm14_19,0.0
d103f,0.0
d103d,0.0
d103b,0.0
d102,0.0
d101j,0.0
d101i,0.0
d101h,0.0
d101g,0.0
d101f,0.0
d101e,0.0
d101d,0.0
d101c,0.0
d101b,0.0
d101a,0.0
d100,0.0
d005,0.0
mmc5,0.0
mmc4_6,0.0
mmc4_5,0.0
mmc4_4,0.0
d103e,0.0
d105a,0.0
mmc4_2,0.0
d105c,0.0
d112,0.0
d110h,0.0
d110g,0.0
d110f,0.0
d110e,0.0
d110d,0.0
d110c,0.0
d110b,0.0
d109,0.0
d105n,0.0
d105m,0.0
d105l,0.0
d105k,0.0
d105j,0.0
d105i,0.0
d105g,0.0
d105f,0.0
d105e,0.0
d105d,0.0
mmc4_3,0.0
mmc4_1,0.0
mm14_20,0.0
mm16_01,0.0
mm15_19,0.0
mm15_18,0.0
mm15_17,0.0
mm15_16,0.0
mm15_15,0.0
mm15_14,0.0
mm15_13,0.0
mm15_12,0.0
mm15_11,0.0
mm15_10,0.0
mm15_09,0.0
mm15_08,0.0
mm15_07,0.0
mm15_06,0.0
mm15_05,0.0
mm15_04,0.0
mm15_03,0.0
mm15_02,0.0
mm15_01,0.0
mm15_20,0.0
mm16_02,0.0
mmc3,0.0
mm16_03,0.0
mmc2,0.0
mmc1,0.0
mm16_20,0.0
mm16_19,0.0
mm16_18,0.0
mm16_17,0.0
mm16_16,0.0
mm16_15,0.0
mm16_14,0.0
mm16_13,0.0
mm16_12,0.0
mm16_11,0.0
mm16_10,0.0
mm16_09,0.0
mm16_08,0.0
mm16_07,0.0
mm16_06,0.0
mm16_05,0.0
mm16_04,0.0
mm10_07,0.0
mm10_05,0.0
h37q_6,0.0
mm3_19,0.0
mm4_08,0.0
mm4_07,0.0
mm4_06,0.0
mm4_05,0.0
mm4_04,0.0
mm4_03,0.0
mm4_02,0.0
mm4_01,0.0
mm3_20,0.0
mm3_18,0.0
mm10_04,0.0
mm3_17,0.0
mm3_16,0.0
mm3_15,0.0
mm3_14,0.0
mm3_13,0.0
mm3_12,0.0
mm3_11,0.0
mm3_10,0.0
mm3_09,0.0
mm4_09,0.0
mm4_10,0.0
mm4_11,0.0
mm4_12,0.0
mm5_11,0.0
mm5_10,0.0
mm5_09,0.0
mm5_08,0.0
mm5_07,0.0
mm5_06,0.0
mm5_05,0.0
mm5_04,0.0
mm5_03,0.0
mm5_02,0.0
mm5_01,0.0
mm4_20,0.0
mm4_19,0.0
mm4_18,0.0
mm4_17,0.0
mm4_16,0.0
mm4_15,0.0
mm4_14,0.0
mm4_13,0.0
mm3_08,0.0
mm3_07,0.0
mm3_06,0.0
mm2_03,0.0
mm2_01,0.0
mm1_20,0.0
mm1_19,0.0
mm1_18,0.0
mm1_17,0.0
mm1_16,0.0
mm1_15,0.0
mm1_14,0.0
mm1_13,0.0
mm1_12,0.0
mm1_11,0.0
mm1_10,0.0
mm1_09,0.0
mm1_08,0.0
mm1_07,0.0
mm1_06,0.0
mm1_05,0.0
mm1_04,0.0
mm1_03,0.0
mm2_02,0.0
mm2_04,0.0
mm3_05,0.0
mm2_05,0.0
mm3_04,0.0
mm3_03,0.0
mm3_02,0.0
mm3_01,0.0
mm2_20,0.0
mm2_19,0.0
mm2_18,0.0
mm2_17,0.0
mm2_16,0.0
mm2_15,0.0
mm2_14,0.0
mm2_13,0.0
mm2_12,0.0
mm2_11,0.0
mm2_10,0.0
mm2_09,0.0
mm2_08,0.0
mm2_07,0.0
mm2_06,0.0
mm5_12,0.0
mm5_13,0.0
mm5_14,0.0
mm9_02,0.0
mm8_20,0.0
mm8_19,0.0
mm8_18,0.0
mm8_17,0.0
mm8_16,0.0
mm8_15,0.0
mm8_14,0.0
mm8_13,0.0
mm8_12,0.0
mm8_11,0.0
mm8_10,0.0
mm8_09,0.0
mm8_08,0.0
mm8_07,0.0
mm8_06,0.0
mm8_05,0.0
mm8_04,0.0
mm8_03,0.0
mm8_02,0.0
mm9_01,0.0
mm9_03,0.0
mm7_20,0.0
mm9_04,0.0
mm10_03,0.0
mm10_02,0.0
mm10_01,0.0
mm9_20,0.0
mm9_19,0.0
mm9_18,0.0
mm9_17,0.0
mm9_16,0.0
mm9_15,0.0
mm9_14,0.0
mm9_13,0.0
mm9_12,0.0
mm9_11,0.0
mm9_10,0.0
mm9_09,0.0
mm9_08,0.0
mm9_07,0.0
mm9_06,0.0
mm9_05,0.0
mm8_01,0.0
mm7_19,0.0
mm5_15,0.0
mm6_16,0.0
mm6_14,0.0
mm6_13,0.0
mm6_12,0.0
mm6_11,0.0
mm6_10,0.0
mm6_09,0.0
mm6_08,0.0
mm6_07,0.0
mm6_06,0.0
mm6_05,0.0
mm6_04,0.0
mm6_03,0.0
mm6_02,0.0
mm6_01,0.0
mm5_20,0.0
mm5_19,0.0
mm5_18,0.0
mm5_17,0.0
mm5_16,0.0
mm6_15,0.0
mm6_17,0.0
mm7_18,0.0
mm6_18,0.0
mm7_17,0.0
mm7_16,0.0
mm7_15,0.0
mm7_14,0.0
mm7_13,0.0
mm7_12,0.0
mm7_11,0.0
mm7_10,0.0
mm7_09,0.0
mm7_08,0.0
mm7_07,0.0
mm7_06,0.0
mm7_05,0.0
mm7_04,0.0
mm7_03,0.0
mm7_02,0.0
mm7_01,0.0
mm6_20,0.0
mm6_19,0.0
d112a,0.0
d113,0.0
d114,0.0
s820a,0.0
idx94_4,0.0
idx94_3,0.0
idx94_2,0.0
idx94_1,0.0
s1436d,0.0
s1009a,0.0
s1004a,0.0
s820c,0.0
s820b,0.0
s816a,0.0
d115b,0.0
s109a,0.0
fi12,0.0
fi11,0.0
fi10,0.0
fi9x,0.0
fi9l,0.0
fi9k,0.0
fi9j,0.0
fi9i,0.0
idx94_5,0.0
idx94_6,0.0
idx94p_1,0.0
idx94p_2,0.0
s509vaa_3,0.0
s509vaa_2,0.0
s509vaa_1,0.0
idx95_6,0.0
idx95_5,0.0
idx95_4,0.0
idx95_3,0.0
idx95_2,0.0
idx95_1,0.0
s415o_6,0.0
s415o_5,0.0
s415o_4,0.0
s415o_3,0.0
s415o_2,0.0
s415o_1,0.0
idx94p_6,0.0
idx94p_5,0.0
idx94p_4,0.0
idx94p_3,0.0
fi9h,0.0
fi9g,0.0
fi9f,0.0
mth18n,0.0
mth18l,0.0
mth18k,0.0
mth18j,0.0
mth18i,0.0
mth18h,0.0
mth18g,0.0
mth18f,0.0
mth18e,0.0
mth18d,0.0
mth18c,0.0
mth18b,0.0
mth18a,0.0
mth17,0.0
mth16,0.0
mth15,0.0
mth14,0.0
mth13,0.0
mth12,0.0
mth11,0.0
mth18m,0.0
mth18o,0.0
fi9e,0.0
mth18p,0.0
fi9d,0.0
fi9c,0.0
fi9b,0.0
fi9a,0.0
fi8,0.0
fi7,0.0
fi6,0.0
fi5,0.0
fi4,0.0
fi3,0.0
fi2,0.0
fi1,0.0
mth24,0.0
mth23,0.0
mth22,0.0
mth21,0.0
mth20,0.0
mth19,0.0
mth18x,0.0
s509vaa_4,0.0
s509vaa_5,0.0
s509vaa_6,0.0
s606ac_2,0.0
s606ab_6,0.0
s606ab_5,0.0
s606ab_4,0.0
s606ab_3,0.0
s606ab_2,0.0
s606ab_1,0.0
s606aa_6,0.0
s606aa_5,0.0
s606aa_4,0.0
s606aa_3,0.0
s606aa_2,0.0
s606aa_1,0.0
s605ax_6,0.0
s605ax_5,0.0
s605ax_4,0.0
s605ax_3,0.0
s605ax_2,0.0
s605ax_1,0.0
s605ad_6,0.0
s606ac_1,0.0
s606ac_3,0.0
s605ad_4,0.0
s606ac_4,0.0
s615c_5,0.0
s615c_4,0.0
s615c_3,0.0
s615c_2,0.0
s615c_1,0.0
s606ax_6,0.0
s606ax_5,0.0
s606ax_4,0.0
s606ax_3,0.0
s606ax_2,0.0
s606ax_1,0.0
s606ad_6,0.0
s606ad_5,0.0
s606ad_4,0.0
s606ad_3,0.0
s606ad_2,0.0
s606ad_1,0.0
s606ac_6,0.0
s606ac_5,0.0
s605ad_5,0.0
s605ad_3,0.0
sd509vaa_1,0.0
idx96_4,0.0
idx96_2,0.0
idx96_1,0.0
sy509vaa_6,0.0
sy509vaa_5,0.0
sy509vaa_4,0.0
sy509vaa_3,0.0
sy509vaa_2,0.0
sy509vaa_1,0.0
sm509vaa_6,0.0
sm509vaa_5,0.0
sm509vaa_4,0.0
sm509vaa_3,0.0
sm509vaa_2,0.0
sm509vaa_1,0.0
sd509vaa_6,0.0
sd509vaa_5,0.0
sd509vaa_4,0.0
sd509vaa_3,0.0
sd509vaa_2,0.0
idx96_3,0.0
idx96_5,0.0
s605ad_2,0.0
idx96_6,0.0
s605ad_1,0.0
s605ac_6,0.0
s605ac_5,0.0
s605ac_4,0.0
s605ac_3,0.0
s605ac_2,0.0
s605ac_1,0.0
s605ab_6,0.0
s605ab_5,0.0
s605ab_4,0.0
s605ab_3,0.0
s605ab_2,0.0
s605ab_1,0.0
s605aa_6,0.0
s605aa_5,0.0
s605aa_4,0.0
s605aa_3,0.0
s605aa_2,0.0
s605aa_1,0.0
mth10,0.0
mth9,0.0
mth8,0.0
d118xf,0.0
d118xd,0.0
d118xc,0.0
d118xb,0.0
d118xa,0.0
d118y,0.0
d118x,0.0
d118w,0.0
d118v,0.0
d118u,0.0
d118t,0.0
d118s,0.0
d118r,0.0
d118q,0.0
d118p,0.0
d118o,0.0
d118n,0.0
d118m,0.0
d118l,0.0
d118k,0.0
d118xe,0.0
d118xg,0.0
d118i,0.0
d118xh,0.0
d119p,0.0
d119o,0.0
d119n,0.0
d119m,0.0
d119l,0.0
d119k,0.0
d119j,0.0
d119i,0.0
d119h,0.0
d119g,0.0
d119f,0.0
d119e,0.0
d119d,0.0
d119c,0.0
d119b,0.0
d119a,0.0
d118xk,0.0
d118xj,0.0
d118xi,0.0
d118j,0.0
d118h,0.0
d119r,0.0
d115w,0.0
d115u,0.0
d115t,0.0
d115s,0.0
d115r,0.0
d115q,0.0
d115p,0.0
d115o,0.0
d115n,0.0
d115m,0.0
d115l,0.0
d115k,0.0
d115j,0.0
d115i,0.0
d115h,0.0
d115g,0.0
d115f,0.0
d115e,0.0
d115d,0.0
d115c,0.0
d115v,0.0
d115x,0.0
d118g,0.0
d115y,0.0
d118f,0.0
d118e,0.0
d118d,0.0
d118c,0.0
d118b,0.0
d118a,0.0
d117a,0.0
d116,0.0
d115xk,0.0
d115xj,0.0
d115xi,0.0
d115xh,0.0
d115xg,0.0
d115xf,0.0
d115xe,0.0
d115xd,0.0
d115xc,0.0
d115xb,0.0
d115xa,0.0
d119q,0.0
d119s,0.0
mth7,0.0
chd17,0.0
chd15,0.0
chd14,0.0
chd13,0.0
chd12,0.0
chd11,0.0
chd10,0.0
chd09,0.0
chd08,0.0
chd07,0.0
chd06,0.0
chd05,0.0
chd04,0.0
chd03,0.0
chd02,0.0
chd01,0.0
d130c,0.0
d130b,0.0
d130a,0.0
d129,0.0
chd16,0.0
chd18,0.0
d127x,0.0
chd19,0.0
mth6,0.0
mth5,0.0
mth4,0.0
mth3,0.0
mth2,0.0
mth1,0.0
chd33,0.0
chd32,0.0
chd31,0.0
chd30,0.0
chd29,0.0
chd28,0.0
chd27,0.0
chd25,0.0
chd24,0.0
chd23,0.0
chd22,0.0
chd21,0.0
chd20,0.0
d128,0.0
d127r,0.0
d119t,0.0
d122c,0.0
d122a,0.0
d121,0.0
d120,0.0
d119xk,0.0
d119xj,0.0
d119xi,0.0
d119xh,0.0
d119xg,0.0
d119xf,0.0
d119xe,0.0
d119xd,0.0
d119xc,0.0
d119xb,0.0
d119xa,0.0
d119y,0.0
d119x,0.0
d119w,0.0
d119v,0.0
d119u,0.0
d122b,0.0
d123,0.0
d127q,0.0
d124,0.0
d127p,0.0
d127o,0.0
d127n,0.0
d127m,0.0
d127l,0.0
d127k,0.0
d127j,0.0
d127i,0.0
d127h,0.0
d127g,0.0
d127f,0.0
d127e,0.0
d127d,0.0
d127c,0.0
d127b,0.0
d127a,0.0
d127,0.0
d126,0.0
d125,0.0
mm1_02,0.0
mm1_01,0.0
mmidx_20,0.0
hw57_1,0.0
hw57a_4,0.0
hw57a_3,0.0
hw57a_2,0.0
hw57a_1,0.0
hw57_6,0.0
hw57_5,0.0
hw57_4,0.0
hw57_3,0.0
hw57_2,0.0
hw56a_6,0.0
v472g,0.0
hw56a_5,0.0
hw56a_4,0.0
hw56a_3,0.0
hw56a_2,0.0
hw56a_1,0.0
hw56_6,0.0
hw56_5,0.0
hw56_4,0.0
hw56_3,0.0
hw57a_5,0.0
hw57a_6,0.0
hw58_1,0.0
hw58_2,0.0
hw72_3,0.0
hw72_2,0.0
hw72_1,0.0
hw71_6,0.0
hw71_5,0.0
hw71_4,0.0
hw71_3,0.0
hw71_2,0.0
hw71_1,0.0
hw70_6,0.0
hw70_5,0.0
hw70_4,0.0
hw70_3,0.0
hw70_2,0.0
hw70_1,0.0
hw58_6,0.0
hw58_5,0.0
hw58_4,0.0
hw58_3,0.0
hw56_2,0.0
hw56_1,0.0
hw55_6,0.0
hw51_1,0.0
hw19_5,0.0
hw19_4,0.0
hw19_3,0.0
hw19_2,0.0
hw19_1,0.0
hw18_6,0.0
hw18_5,0.0
hw18_4,0.0
hw18_3,0.0
hw18_2,0.0
hw18_1,0.0
hw17_6,0.0
hw17_5,0.0
hw17_4,0.0
hw17_3,0.0
hw17_2,0.0
hw17_1,0.0
hw16_6,0.0
hw16_5,0.0
hw19_6,0.0
hw51_2,0.0
hw55_5,0.0
hw51_3,0.0
hw55_4,0.0
hw55_3,0.0
hw55_2,0.0
hw55_1,0.0
hw53_6,0.0
hw53_5,0.0
hw53_4,0.0
hw53_3,0.0
hw53_2,0.0
hw53_1,0.0
hw52_6,0.0
hw52_5,0.0
hw52_4,0.0
hw52_3,0.0
hw52_2,0.0
hw52_1,0.0
hw51_6,0.0
hw51_5,0.0
hw51_4,0.0
hw72_4,0.0
hw72_5,0.0
hw72_6,0.0
v467h,0.0
v467f,0.0
v467e,0.0
v467d,0.0
v467c,0.0
v467b,0.0
v467a,0.0
v466,0.0
v464,0.0
v463ab,0.0
v463aa,0.0
v463z,0.0
v463x,0.0
v463l,0.0
v463k,0.0
v463j,0.0
v463i,0.0
v463h,0.0
v463g,0.0
v463f,0.0
v467g,0.0
v467i,0.0
v463d,0.0
v467j,0.0
v472e,0.0
v472d,0.0
v472c,0.0
v472b,0.0
v472a,0.0
v471i,0.0
v471h,0.0
v471g,0.0
v471f,0.0
v471e,0.0
v471d,0.0
v471cs,0.0
v471c,0.0
v471b,0.0
v471a,0.0
v468,0.0
v467m,0.0
v467l,0.0
v467k,0.0
v463e,0.0
v463c,0.0
hw73_1,0.0
v437,0.0
v421,0.0
v420,0.0
v419,0.0
v418a,0.0
v418,0.0
v417,0.0
v416,0.0
v415,0.0
v408,0.0
v407,0.0
v406,0.0
v405,0.0
v404,0.0
v401,0.0
hw73_6,0.0
hw73_5,0.0
hw73_4,0.0
hw73_3,0.0
hw73_2,0.0
v426,0.0
v438,0.0
v463b,0.0
v445,0.0
v463a,0.0
v462,0.0
v461,0.0
v460,0.0
v459,0.0
v458,0.0
v457a,0.0
v457,0.0
v456,0.0
v455,0.0
v454,0.0
v453,0.0
v452c,0.0
v452b,0.0
v452a,0.0
v447a,0.0
v446d,0.0
v446a,0.0
v447,0.0
hw16_4,0.0
hw16_3,0.0
hw16_2,0.0
h47_1,0.0
h46b_5,0.0
h46b_4,0.0
h46b_3,0.0
h46b_2,0.0
h46b_1,0.0
h46a_6,0.0
h46a_5,0.0
h46a_4,0.0
h46a_3,0.0
h46a_2,0.0
h46a_1,0.0
h44a_6,0.0
h44a_5,0.0
h44a_4,0.0
h44a_3,0.0
h44a_2,0.0
h44a_1,0.0
h43_6,0.0
h43_5,0.0
h46b_6,0.0
h47_2,0.0
h43_3,0.0
h47_3,0.0
h70c_4,0.0
h70c_3,0.0
h70c_2,0.0
h70c_1,0.0
h70b_6,0.0
h70b_5,0.0
h70b_4,0.0
h70b_3,0.0
h70b_2,0.0
h70b_1,0.0
h70a_6,0.0
h70a_5,0.0
h70a_4,0.0
h70a_3,0.0
h70a_2,0.0
h70a_1,0.0
h47_6,0.0
h47_5,0.0
h47_4,0.0
h43_4,0.0
h43_2,0.0
h70c_6,0.0
h37z_3,0.0
h37z_1,0.0
h37y_6,0.0
h37y_5,0.0
h37y_4,0.0
h37y_3,0.0
h37y_2,0.0
h37y_1,0.0
h37x_6,0.0
h37x_5,0.0
h37x_4,0.0
h37x_3,0.0
h37x_2,0.0
h37x_1,0.0
h37r_6,0.0
h37r_5,0.0
h37r_4,0.0
v414f,0.0
h37r_2,0.0
h37r_1,0.0
h37z_2,0.0
h37z_4,0.0
h43_1,0.0
h37z_5,0.0
h42_6,0.0
h42_5,0.0
h42_4,0.0
h42_3,0.0
h42_2,0.0
h42_1,0.0
h39_6,0.0
h39_5,0.0
h39_4,0.0
h39_3,0.0
h39_2,0.0
h39_1,0.0
h38_6,0.0
h38_5,0.0
h38_4,0.0
h38_3,0.0
h38_2,0.0
h38_1,0.0
h37z_6,0.0
h70c_5,0.0
h71_1,0.0
hw16_1,0.0
hw2_3,0.0
hw2_1,0.0
hw1_6,0.0
hw1_5,0.0
hw1_4,0.0
hw1_3,0.0
hw1_2,0.0
hw1_1,0.0
hwidx_6,0.0
hwidx_5,0.0
hwidx_4,0.0
hwidx_3,0.0
hwidx_2,0.0
hwidx_1,0.0
ml20a_6,0.0
ml20a_5,0.0
ml20a_4,0.0
ml20a_3,0.0
ml20a_2,0.0
ml20a_1,0.0
hw2_2,0.0
hw2_4,0.0
h80g_5,0.0
hw2_5,0.0
hw15_6,0.0
hw15_5,0.0
hw15_4,0.0
hw15_3,0.0
hw15_2,0.0
hw15_1,0.0
hw13_6,0.0
hw13_5,0.0
hw13_4,0.0
hw13_3,0.0
hw13_2,0.0
hw13_1,0.0
hw3_6,0.0
hw3_5,0.0
hw3_4,0.0
hw3_3,0.0
hw3_2,0.0
hw3_1,0.0
hw2_6,0.0
h80g_6,0.0
h80g_4,0.0
h71_2,0.0
h80c_5,0.0
h80c_3,0.0
h80c_2,0.0
h80c_1,0.0
h80b_6,0.0
h80b_5,0.0
h80b_4,0.0
h80b_3,0.0
h80b_2,0.0
h80b_1,0.0
h80a_6,0.0
h80a_5,0.0
h80a_4,0.0
h80a_3,0.0
h80a_2,0.0
h80a_1,0.0
h71_6,0.0
h71_5,0.0
h71_4,0.0
h71_3,0.0
h80c_4,0.0
h80c_6,0.0
h80g_3,0.0
h80d_1,0.0
h80g_2,0.0
h80g_1,0.0
h80f_6,0.0
h80f_5,0.0
h80f_4,0.0
h80f_3,0.0
h80f_2,0.0
h80f_1,0.0
h80e_6,0.0
h80e_5,0.0
h80e_4,0.0
h80e_3,0.0
h80e_2,0.0
h80e_1,0.0
h80d_6,0.0
h80d_5,0.0
h80d_4,0.0
h80d_3,0.0
h80d_2,0.0
v472f,0.0
v472h,0.0
mmidx_19,0.0
v792,0.0
v792i,0.0
v792h,0.0
v792g,0.0
v792f,0.0
v792e,0.0
v792d,0.0
v792c,0.0
v792b,0.0
v792a,0.0
v791a,0.0
v472i,0.0
v785,0.0
v784x,0.0
v784v,0.0
v784u,0.0
v784t,0.0
v784s,0.0
v784r,0.0
v784q,0.0
v784p,0.0
v792j,0.0
v792k,0.0
v792l,0.0
v792m,0.0
v830,0.0
v829,0.0
v828,0.0
v827,0.0
v826a,0.0
v826,0.0
v825,0.0
v824,0.0
v823,0.0
v822,0.0
v821c,0.0
v821b,0.0
v821a,0.0
v820,0.0
v792y,0.0
v792x,0.0
v792p,0.0
v792o,0.0
v792n,0.0
v784o,0.0
v784n,0.0
v784m,0.0
v774a,0.0
v770w,0.0
v770v,0.0
v770u,0.0
v770t,0.0
v770s,0.0
v770r,0.0
v770q,0.0
v770p,0.0
v770o,0.0
v770n,0.0
v770m,0.0
v770l,0.0
v770k,0.0
v770j,0.0
v770i,0.0
v770h,0.0
v770g,0.0
v770f,0.0
v770e,0.0
v770x,0.0
v774b,0.0
v784l,0.0
v774c,0.0
v784k,0.0
v784j,0.0
v784i,0.0
v784h,0.0
v784g,0.0
v784f,0.0
v784e,0.0
v784d,0.0
v784c,0.0
v784b,0.0
v784a,0.0
v783,0.0
v781,0.0
v780,0.0
v779,0.0
v778,0.0
v777a,0.0
v777,0.0
v775,0.0
v831,0.0
v832b,0.0
v832c,0.0
v815b,0.0
v814,0.0
v813,0.0
v812,0.0
v811,0.0
v806,0.0
v805,0.0
v804,0.0
v803,0.0
v802,0.0
v801,0.0
v867g,0.0
v867f,0.0
v867e,0.0
v867d,0.0
v867c,0.0
v867b,0.0
v867a,0.0
v866,0.0
v865,0.0
v815a,0.0
v815c,0.0
v863,0.0
vcol_1,0.0
mmidx_18,0.0
mmidx_17,0.0
mmidx_16,0.0
mmidx_15,0.0
mmidx_14,0.0
mmidx_13,0.0
mmidx_12,0.0
mmidx_11,0.0
mmidx_10,0.0
mmidx_09,0.0
mmidx_08,0.0
mmidx_07,0.0
mmidx_06,0.0
mmidx_05,0.0
mmidx_04,0.0
mmidx_03,0.0
mmidx_02,0.0
mmidx_01,0.0
vcol_2,0.0
v864,0.0
v862c,0.0
v833a,0.0
v843,0.0
v841a,0.0
v841,0.0
v840a,0.0
v840,0.0
v839a,0.0
v839,0.0
v838c,0.0
v838b,0.0
v838a,0.0
v837,0.0
v836,0.0
v835c,0.0
v835b,0.0
v835a,0.0
v834c,0.0
v834b,0.0
v834a,0.0
v833c,0.0
v833b,0.0
v842,0.0
v850a,0.0
v862y,0.0
v850b,0.0
v862m,0.0
v861,0.0
v860c,0.0
v860y,0.0
v860m,0.0
v859,0.0
v858,0.0
v857d,0.0
v857c,0.0
v857b,0.0
v857a,0.0
v856,0.0
v855,0.0
v853c,0.0
v853b,0.0
v853a,0.0
v852c,0.0
v852b,0.0
v852a,0.0
v770d,0.0
v770c,0.0
v770b,0.0
v530,0.0
v528,0.0
v527,0.0
v525,0.0
v513,0.0
v512,0.0
v511a,0.0
v510a,0.0
v509a,0.0
v508a,0.0
v507a,0.0
v511,0.0
v510,0.0
v509,0.0
v508,0.0
v507,0.0
v506,0.0
v505,0.0
v504,0.0
v503,0.0
v529,0.0
v531,0.0
v501,0.0
v532,0.0
v603,0.0
v602,0.0
v544,0.0
v543x,0.0
v543g,0.0
v543f,0.0
v543e,0.0
v543d,0.0
v543c,0.0
v543b,0.0
v543a,0.0
v542,0.0
v541,0.0
v540,0.0
v539,0.0
v538,0.0
v537,0.0
v536,0.0
v535,0.0
v502,0.0
v485b,0.0
v605,0.0
v473b,0.0
v472we,0.0
v472wd,0.0
v472wc,0.0
v472wb,0.0
v472wa,0.0
v472w,0.0
v472v,0.0
v472u,0.0
v472t,0.0
v472s,0.0
v472r,0.0
v472q,0.0
v472p,0.0
v472o,0.0
v472n,0.0
v472m,0.0
v472l,0.0
v472k,0.0
v472j,0.0
v473a,0.0
v477,0.0
v485a,0.0
v478,0.0
v484b,0.0
v484a,0.0
v483b,0.0
v483a,0.0
v482c,0.0
v482b,0.0
v482a,0.0
v481x,0.0
v481h,0.0
v481g,0.0
v481f,0.0
v481e,0.0
v481d,0.0
v481c,0.0
v481b,0.0
v481a,0.0
v481,0.0
v480,0.0
v479,0.0
v604,0.0
v613,0.0
v770a,0.0
v756,0.0
v754jp,0.0
v754dp,0.0
v754cp,0.0
v754bp,0.0
v751,0.0
v750,0.0
v746,0.0
v745d,0.0
v745c,0.0
v745b,0.0
v745a,0.0
v744e,0.0
v744d,0.0
v744c,0.0
v744b,0.0
v744a,0.0
v743f,0.0
v743e,0.0
v743d,0.0
v754wp,0.0
v761,0.0
v743b,0.0
v761b,0.0
v770,0.0
v768c,0.0
v768b,0.0
v768a,0.0
v767c,0.0
v767b,0.0
v767a,0.0
v766b,0.0
v766a,0.0
v763g,0.0
v763f,0.0
v763e,0.0
v763d,0.0
v763c,0.0
v763b,0.0
v763a,0.0
v762a,0.0
v762,0.0
v761c,0.0
v743c,0.0
v743a,0.0
v614,0.0
v633g,0.0
v633e,0.0
v633d,0.0
v633c,0.0
v633b,0.0
v633a,0.0
v632a,0.0
v632,0.0
v631,0.0
v629,0.0
v628,0.0
v627,0.0
v626a,0.0
v625a,0.0
v626,0.0
v625,0.0
v624,0.0
v623,0.0
v621,0.0
v616,0.0
v633f,0.0
v634,0.0
v741,0.0
v635,0.0
v740,0.0
v739,0.0
v732,0.0
v731,0.0
v730,0.0
v729,0.0
v721,0.0
v719,0.0
v717,0.0
v716,0.0
